"","id","degree","group","label","origin","direction","shape","study","tissue","cell"
"Pik3cd7","Pik3cd",10,"no data","Pik3cd","Traf3","vis_net_A","circle","Parabiosis2","LSK","Mzb"
"Rps27a","Rps27a",88,"no data","Rps27a","Traf3","vis_net_A","circle","Parabiosis2","LSK","Mzb"
"Uba52","Uba52",76,"no data","Uba52","Traf3","vis_net_A","circle","Parabiosis2","LSK","Mzb"
"NICHE323","NICHE",36,"no data","NICHE","Traf3","vis_net_A","circle","Parabiosis2","LSK","Mzb"
"Hmgb131","Hmgb1",2,"downregulated","Hmgb1","Traf3","vis_net_A","circle","Parabiosis2","LSK","Mzb"
"Stat332","Stat3",4,"no data","Stat3","Gnas","vis_net_A","circle","Parabiosis2","LSK","Mzb"
"Jun310","Jun",13,"no data","Jun","Gnas","vis_net_A","circle","Parabiosis2","LSK","Mzb"
"Grb225","Grb2",29,"no data","Grb2","Gnas","vis_net_A","circle","Parabiosis2","LSK","Mzb"
"Syk13","Syk",7,"no data","Syk","Gnas","vis_net_A","circle","Parabiosis2","LSK","Mzb"
"Pik3r128","Pik3r1",14,"no data","Pik3r1","Gnas","vis_net_A","circle","Parabiosis2","LSK","Mzb"
"Gnas5","Gnas",4,"int","Gnas","Gnas","vis_net_A","square","Parabiosis2","LSK","Mzb"
"NICHE420","NICHE",36,"no data","NICHE","Gnas","vis_net_A","circle","Parabiosis2","LSK","Mzb"
"Hmgb141","Hmgb1",2,"downregulated","Hmgb1","Gnas","vis_net_A","circle","Parabiosis2","LSK","Mzb"
"Jun45","Jun",13,"no data","Jun","H2-D1","vis_net_I","circle","Parabiosis2","LSK","Mzb"
"H2-D114","H2-D1",8,"int","H2-D1","H2-D1","vis_net_I","square","Parabiosis2","LSK","Mzb"
"NICHE518","NICHE",36,"no data","NICHE","H2-D1","vis_net_I","circle","Parabiosis2","LSK","Mzb"
"Hmgb151","Hmgb1",2,"downregulated","Hmgb1","H2-D1","vis_net_I","circle","Parabiosis2","LSK","Mzb"
"Esr116","Esr1",3,"no data","Esr1","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Stat329","Stat3",13,"no data","Stat3","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Jun40","Jun",15,"no data","Jun","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Trp53","Trp53",16,"no data","Trp53","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Mapk134","Mapk1",25,"no data","Mapk1","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Grb226","Grb2",18,"no data","Grb2","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Prkce13","Prkce",7,"no data","Prkce","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Mapk1436","Mapk14",14,"no data","Mapk14","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Dusp11","Dusp1",8,"int","Dusp1","Dusp1","vis_net_A","square","Parabiosis2","LSK","Tbdb"
"Kit","Kit",2,"no data","Kit","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Gnai216","Gnai2",5,"no data","Gnai2","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Angpt12","Angpt1",1,"no data","Angpt1","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"H2-Q71","H2-Q7",5,"no data","H2-Q7","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"H2-K115","H2-K1",5,"no data","H2-K1","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"H2-D115","H2-D1",5,"no data","H2-D1","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Sort1","Sort1",1,"no data","Sort1","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"B2m16","B2m",4,"no data","B2m","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"NICHE104","NICHE",54,"no data","NICHE","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Aff315","Aff3",2,"downregulated","Aff3","Dusp1","vis_net_A","circle","Parabiosis2","LSK","Tbdb"
"Esr117","Esr1",3,"no data","Esr1","B2m","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Jun118","Jun",15,"no data","Jun","B2m","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Mapk1112","Mapk1",25,"no data","Mapk1","B2m","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Grb2113","Grb2",18,"no data","Grb2","B2m","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Txn1","Txn1",3,"no data","Txn1","B2m","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"B2m17","B2m",4,"int","B2m","B2m","vis_net_I","square","Parabiosis2","LSK","Tbdb"
"NICHE144","NICHE",54,"no data","NICHE","B2m","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Aff316","Aff3",2,"downregulated","Aff3","B2m","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Esr121","Esr1",3,"no data","Esr1","Gnai2","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Mapk1215","Mapk1",25,"no data","Mapk1","Gnai2","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Gnai217","Gnai2",5,"int","Gnai2","Gnai2","vis_net_I","square","Parabiosis2","LSK","Tbdb"
"NICHE230","NICHE",54,"no data","NICHE","Gnai2","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Aff322","Aff3",2,"downregulated","Aff3","Gnai2","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Esr131","Esr1",3,"no data","Esr1","Gnas","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Mapk135","Mapk1",25,"no data","Mapk1","Gnas","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Rhoa26","Rhoa",22,"no data","Rhoa","Gnas","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Grb227","Grb2",18,"no data","Grb2","Gnas","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Akt310","Akt3",10,"no data","Akt3","Gnas","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Rac127","Rac1",12,"no data","Rac1","Gnas","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Pik3r129","Pik3r1",21,"no data","Pik3r1","Gnas","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Gnas6","Gnas",5,"int","Gnas","Gnas","vis_net_I","square","Parabiosis2","LSK","Tbdb"
"NICHE324","NICHE",54,"no data","NICHE","Gnas","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Aff332","Aff3",2,"downregulated","Aff3","Gnas","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Esr141","Esr1",3,"no data","Esr1","H2-K1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Jun213","Jun",15,"no data","Jun","H2-K1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Mapk152","Mapk1",25,"no data","Mapk1","H2-K1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Grb233","Grb2",18,"no data","Grb2","H2-K1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Txn11","Txn1",3,"no data","Txn1","H2-K1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"H2-K116","H2-K1",5,"int","H2-K1","H2-K1","vis_net_I","square","Parabiosis2","LSK","Tbdb"
"NICHE421","NICHE",54,"no data","NICHE","H2-K1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Aff342","Aff3",2,"downregulated","Aff3","H2-K1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Esr151","Esr1",3,"no data","Esr1","Hsp90aa1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Mapk162","Mapk1",25,"no data","Mapk1","Hsp90aa1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Rhoa112","Rhoa",22,"no data","Rhoa","Hsp90aa1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Hsp90aa124","Hsp90aa1",9,"int","Hsp90aa1","Hsp90aa1","vis_net_I","square","Parabiosis2","LSK","Tbdb"
"Akt312","Akt3",10,"no data","Akt3","Hsp90aa1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Rac1110","Rac1",12,"no data","Rac1","Hsp90aa1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"NICHE519","NICHE",54,"no data","NICHE","Hsp90aa1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Aff352","Aff3",2,"downregulated","Aff3","Hsp90aa1","vis_net_I","circle","Parabiosis2","LSK","Tbdb"
"Ar","Ar",2,"no data","Ar","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Esr118","Esr1",5,"no data","Esr1","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Atf2","Atf2",1,"no data","Atf2","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Mitf28","Mitf",1,"no data","Mitf","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Stat5b20","Stat5b",2,"no data","Stat5b","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Nr3c129","Nr3c1",2,"no data","Nr3c1","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Prkca29","Prkca",3,"no data","Prkca","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Camk2a5","Camk2a",1,"no data","Camk2a","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Gsk3b27","Gsk3b",2,"no data","Gsk3b","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Rps6kb13","Rps6kb1",1,"no data","Rps6kb1","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Ghr1","Ghr",2,"int","Ghr","Ghr","vis_net_A","square","Parabiosis2","Muscle","Ftiia"
"Crebbp36","Crebbp",3,"no data","Crebbp","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Jak134","Jak1",2,"no data","Jak1","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"NICHE105","NICHE",11,"no data","NICHE","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Nr2c1","Nr2c1",1,"upregulated","Nr2c1","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Zfp3959","Zfp395",1,"upregulated","Zfp395","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Zfpm220","Zfpm2",1,"downregulated","Zfpm2","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Crebrf11","Crebrf",1,"upregulated","Crebrf","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Zfp43813","Zfp438",1,"upregulated","Zfp438","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Tada2a11","Tada2a",1,"upregulated","Tada2a","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Hoxc44","Hoxc4",1,"upregulated","Hoxc4","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Zfp516","Zfp516",1,"upregulated","Zfp516","Ghr","vis_net_A","circle","Parabiosis2","Muscle","Ftiia"
"Mef2a27","Mef2a",1,"no data","Mef2a","Mapk14","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Stat330","Stat3",16,"no data","Stat3","Mapk14","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Cebpb9","Cebpb",2,"no data","Cebpb","Mapk14","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Fos26","Fos",5,"no data","Fos","Mapk14","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Prkcd20","Prkcd",11,"no data","Prkcd","Mapk14","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Mapk1437","Mapk14",22,"int","Mapk14","Mapk14","vis_net_A","square","Parabiosis2","PB","Dcii"
"App16","App",5,"no data","App","Mapk14","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Gnai218","Gnai2",5,"no data","Gnai2","Mapk14","vis_net_A","circle","Parabiosis2","PB","Dcii"
"NICHE106","NICHE",17,"no data","NICHE","Mapk14","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Hivep236","Hivep2",2,"upregulated","Hivep2","Mapk14","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Csrnp123","Csrnp1",1,"upregulated","Csrnp1","Mapk14","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Gzf1","Gzf1",1,"downregulated","Gzf1","Mapk14","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Batf39","Batf3",2,"upregulated","Batf3","Mapk14","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Mef2a113","Mef2a",1,"no data","Mef2a","Gnai2","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Stat3115","Stat3",16,"no data","Stat3","Gnai2","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Cebpb11","Cebpb",2,"no data","Cebpb","Gnai2","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Fos114","Fos",5,"no data","Fos","Gnai2","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Prkce14","Prkce",7,"no data","Prkce","Gnai2","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Mapk14116","Mapk14",22,"no data","Mapk14","Gnai2","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Rac128","Rac1",32,"no data","Rac1","Gnai2","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Gnai219","Gnai2",5,"int","Gnai2","Gnai2","vis_net_A","square","Parabiosis2","PB","Dcii"
"NICHE145","NICHE",17,"no data","NICHE","Gnai2","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Hivep2117","Hivep2",2,"upregulated","Hivep2","Gnai2","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Csrnp1112","Csrnp1",1,"upregulated","Csrnp1","Gnai2","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Gzf11","Gzf1",1,"downregulated","Gzf1","Gnai2","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Batf312","Batf3",2,"upregulated","Batf3","Gnai2","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Stat3210","Stat3",16,"no data","Stat3","Cd44","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Cebpb21","Cebpb",2,"no data","Cebpb","Cd44","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Fos27","Fos",5,"no data","Fos","Cd44","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Arhgef1","Arhgef1",1,"no data","Arhgef1","Cd44","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Mapk14210","Mapk14",22,"no data","Mapk14","Cd44","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Rac1111","Rac1",32,"no data","Rac1","Cd44","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Cd44","Cd44",4,"int","Cd44","Cd44","vis_net_A","square","Parabiosis2","PB","Dcii"
"NICHE231","NICHE",17,"no data","NICHE","Cd44","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Hivep2210","Hivep2",2,"upregulated","Hivep2","Cd44","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Csrnp124","Csrnp1",1,"upregulated","Csrnp1","Cd44","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Gzf12","Gzf1",1,"downregulated","Gzf1","Cd44","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Batf321","Batf3",2,"upregulated","Batf3","Cd44","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Stat333","Stat3",16,"no data","Stat3","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Cebpb31","Cebpb",2,"no data","Cebpb","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Jun46","Jun",6,"no data","Jun","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Fos32","Fos",5,"no data","Fos","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Lyn34","Lyn",10,"no data","Lyn","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Syk9","Syk",7,"no data","Syk","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Mapk1438","Mapk14",22,"no data","Mapk14","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Ptpn613","Ptpn6",13,"int","Ptpn6","Ptpn6","vis_net_A","square","Parabiosis2","PB","Dcii"
"Tgfb12","Tgfb1",6,"no data","Tgfb1","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Fcer1g8","Fcer1g",4,"no data","Fcer1g","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"NICHE325","NICHE",17,"no data","NICHE","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Hivep237","Hivep2",2,"upregulated","Hivep2","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Csrnp132","Csrnp1",1,"upregulated","Csrnp1","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Gzf13","Gzf1",1,"downregulated","Gzf1","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Batf331","Batf3",2,"upregulated","Batf3","Ptpn6","vis_net_A","circle","Parabiosis2","PB","Dcii"
"Stat342","Stat3",16,"no data","Stat3","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Cebpb41","Cebpb",2,"no data","Cebpb","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Jun119","Jun",6,"no data","Jun","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Fos42","Fos",5,"no data","Fos","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Grb228","Grb2",21,"no data","Grb2","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Syk14","Syk",7,"no data","Syk","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Mapk1444","Mapk14",22,"no data","Mapk14","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Tgfb11","Tgfb1",6,"no data","Tgfb1","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Fcer1g14","Fcer1g",4,"int","Fcer1g","Fcer1g","vis_net_I","square","Parabiosis2","PB","Dcii"
"NICHE422","NICHE",17,"no data","NICHE","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Hivep245","Hivep2",2,"upregulated","Hivep2","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Csrnp142","Csrnp1",1,"upregulated","Csrnp1","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Gzf14","Gzf1",1,"downregulated","Gzf1","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Batf341","Batf3",2,"upregulated","Batf3","Fcer1g","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Stat352","Stat3",16,"no data","Stat3","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Cebpb5","Cebpb",2,"no data","Cebpb","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Jun214","Jun",6,"no data","Jun","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Fos52","Fos",5,"no data","Fos","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Hck1","Hck",3,"no data","Hck","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Lyn113","Lyn",10,"no data","Lyn","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Grb2114","Grb2",21,"no data","Grb2","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Ptk2b15","Ptk2b",15,"int","Ptk2b","Ptk2b","vis_net_I","square","Parabiosis2","PB","Dcii"
"Mapk1453","Mapk14",22,"no data","Mapk14","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Rac129","Rac1",32,"no data","Rac1","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Fgr","Fgr",2,"no data","Fgr","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"NICHE520","NICHE",17,"no data","NICHE","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Hivep254","Hivep2",2,"upregulated","Hivep2","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Csrnp152","Csrnp1",1,"upregulated","Csrnp1","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Gzf15","Gzf1",1,"downregulated","Gzf1","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Batf351","Batf3",2,"upregulated","Batf3","Ptk2b","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Stat362","Stat3",16,"no data","Stat3","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Cebpb6","Cebpb",2,"no data","Cebpb","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Jun311","Jun",6,"no data","Jun","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Fos62","Fos",5,"no data","Fos","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Ptprc15","Ptprc",2,"no data","Ptprc","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Lyn210","Lyn",10,"int","Lyn","Lyn","vis_net_I","square","Parabiosis2","PB","Dcii"
"Prkcd110","Prkcd",11,"no data","Prkcd","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Ptk2b16","Ptk2b",15,"no data","Ptk2b","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Mapk1463","Mapk14",22,"no data","Mapk14","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Ptpn614","Ptpn6",13,"no data","Ptpn6","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"NICHE616","NICHE",17,"no data","NICHE","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Hivep264","Hivep2",2,"upregulated","Hivep2","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Csrnp162","Csrnp1",1,"upregulated","Csrnp1","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Gzf16","Gzf1",1,"downregulated","Gzf1","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Batf36","Batf3",2,"upregulated","Batf3","Lyn","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Stat372","Stat3",16,"no data","Stat3","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Cebpb7","Cebpb",2,"no data","Cebpb","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Nfkb134","Nfkb1",17,"no data","Nfkb1","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Fli1","Fli1",1,"no data","Fli1","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Fos71","Fos",5,"no data","Fos","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Prkcd23","Prkcd",11,"no data","Prkcd","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Arhgdia","Arhgdia",1,"no data","Arhgdia","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Mapk1471","Mapk14",22,"no data","Mapk14","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Rac133","Rac1",32,"no data","Rac1","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Ifngr14","Ifngr1",6,"no data","Ifngr1","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"App17","App",5,"no data","App","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Msn","Msn",3,"no data","Msn","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Stk10","Stk10",3,"int","Stk10","Stk10","vis_net_I","square","Parabiosis2","PB","Dcii"
"Itgam2","Itgam",4,"no data","Itgam","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Itgb22","Itgb2",5,"no data","Itgb2","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"NICHE712","NICHE",17,"no data","NICHE","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Hivep273","Hivep2",2,"upregulated","Hivep2","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Csrnp171","Csrnp1",1,"upregulated","Csrnp1","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Gzf17","Gzf1",1,"downregulated","Gzf1","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Batf37","Batf3",2,"upregulated","Batf3","Stk10","vis_net_I","circle","Parabiosis2","PB","Dcii"
"Stat334","Stat3",11,"no data","Stat3","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Ets117","Ets1",4,"no data","Ets1","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Tcf1212","Tcf12",1,"no data","Tcf12","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Nfatc3","Nfatc3",4,"no data","Nfatc3","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Mapk136","Mapk1",4,"no data","Mapk1","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Fyn13","Fyn",21,"no data","Fyn","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Rhoa27","Rhoa",31,"no data","Rhoa","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Lck","Lck",14,"no data","Lck","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Ptk2b17","Ptk2b",15,"no data","Ptk2b","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Prkcq1","Prkcq",19,"int","Prkcq","Prkcq","vis_net_I","square","Parabiosis2","PB","Nkcell"
"Rac130","Rac1",19,"no data","Rac1","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Gsk3b28","Gsk3b",6,"no data","Gsk3b","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Kmt2a19","Kmt2a",7,"no data","Kmt2a","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Ncoa219","Ncoa2",5,"no data","Ncoa2","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Ccnd310","Ccnd3",5,"no data","Ccnd3","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Il2rb","Il2rb",12,"no data","Il2rb","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Il2rg10","Il2rg",13,"no data","Il2rg","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Pik3r130","Pik3r1",28,"no data","Pik3r1","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Il12rb2","Il12rb2",13,"no data","Il12rb2","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Cd247","Cd247",9,"no data","Cd247","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"Jak135","Jak1",11,"no data","Jak1","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"H2-Q72","H2-Q7",5,"no data","H2-Q7","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
"H2-K117","H2-K1",5,"no data","H2-K1","Prkcq","vis_net_I","circle","Parabiosis2","PB","Nkcell"
